orig_idx,kind,is_transcode,src_rolloff_bucket,model_fp_orig,p_transcoded,cutoff_freq,cutoff_std,energy_ratio,real_bitrate_kbps,bit_depth,apparent_bitrate_kbps,comp_ratio
199,authentic,0,<4k,1,0.5603,22050.0,0.0,0.0,512.9,16,1411.0,0.3635
199,mp3_128,1,<4k,1,0.7387,22050.0,0.0,0.0,412.1,16,1411.0,0.292
199,mp3_320,1,<4k,1,0.5668,22050.0,0.0,0.0,473.2,16,1411.0,0.3354
199,mp3_v0,1,<4k,1,0.5654,22050.0,0.0,0.0,450.9,16,1411.0,0.3195
204,authentic,0,4-7k,0,0.2219,20500,0.0,1.41e-06,613.6,16,1411.0,0.4349
204,mp3_128,1,4-7k,0,0.9539,16750,0.0,8e-08,589.2,16,1411.0,0.4176
204,mp3_320,1,4-7k,0,0.9687,20000,0.0,1.44e-06,631.2,16,1411.0,0.4473
204,mp3_v0,1,4-7k,0,0.9816,20000,117.9,1.25e-06,610.8,16,1411.0,0.4329
205,authentic,0,4-7k,1,0.7737,22050.0,0.0,1.2e-07,410.7,16,1411.0,0.2911
205,mp3_128,1,4-7k,1,0.9146,16750,0.0,2e-08,418.3,16,1411.0,0.2965
205,mp3_320,1,4-7k,1,0.8209,20000,117.9,1.2e-07,433.3,16,1411.0,0.3071
205,mp3_v0,1,4-7k,1,0.8685,22050.0,0.0,1.4e-07,432.3,16,1411.0,0.3064
202,authentic,0,7-10k,1,0.739,20000,353.6,5.54e-06,661.6,16,1411.0,0.4689
202,mp3_128,1,7-10k,1,0.9072,16000,353.6,1e-08,572.5,16,1411.0,0.4057
202,mp3_320,1,7-10k,1,0.9525,19750,117.9,5.19e-06,657.6,16,1411.0,0.466
202,mp3_v0,1,7-10k,1,0.7602,19750,311.8,5.76e-06,622.8,16,1411.0,0.4414
203,authentic,0,7-10k,0,0.0286,21250,0.0,1.871e-05,977.7,16,1411.0,0.6929
203,mp3_128,1,7-10k,0,0.9473,16750,0.0,5.15e-06,916.2,16,1411.0,0.6493
203,mp3_320,1,7-10k,0,0.979,20250,0.0,1.824e-05,967.9,16,1411.0,0.686
203,mp3_v0,1,7-10k,0,0.8748,21000,0.0,2.027e-05,965.3,16,1411.0,0.6842
208,authentic,0,10-14k,1,0.9662,20250,0.0,6.272e-05,964.5,16,1411.0,0.6836
208,mp3_128,1,10-14k,1,0.8765,16750,0.0,1.19e-05,964.4,16,1411.0,0.6835
208,mp3_320,1,10-14k,1,0.9778,20250,0.0,6.364e-05,1023.3,16,1411.0,0.7253
208,mp3_v0,1,10-14k,1,0.9672,20250,0.0,6.619e-05,1018.9,16,1411.0,0.7221
209,authentic,0,>=14k,0,0.1082,22050.0,0.0,0.0131956,787.6,16,1411.0,0.5582
209,mp3_128,1,>=14k,0,0.9884,16750,0.0,1.29e-05,630.2,16,1411.0,0.4466
209,mp3_320,1,>=14k,0,0.9465,20500,0.0,0.00228821,777.3,16,1411.0,0.5509
209,mp3_v0,1,>=14k,0,0.6509,22050.0,0.0,0.01324118,802.0,16,1411.0,0.5684
206,authentic,0,<4k,0,0.0984,22050.0,0.0,3e-08,716.1,16,1411.0,0.5075
206,mp3_128,1,<4k,0,0.8874,16500,117.9,0.0,721.2,16,1411.0,0.5112
206,mp3_320,1,<4k,0,0.7479,20000,117.9,3e-08,771.1,16,1411.0,0.5465
206,mp3_v0,1,<4k,0,0.5047,20750,612.8,2e-08,753.4,16,1411.0,0.5339
207,authentic,0,4-7k,1,0.7638,22050.0,0.0,1.4e-07,611.2,16,1411.0,0.4332
207,mp3_128,1,4-7k,1,0.8976,16000,353.6,0.0,557.4,16,1411.0,0.3951
207,mp3_320,1,4-7k,1,0.906,19000,540.1,7e-08,616.0,16,1411.0,0.4366
207,mp3_v0,1,4-7k,1,0.8215,16500,1559.0,0.0,572.2,16,1411.0,0.4056
210,authentic,0,7-10k,1,0.8443,18000,0.0,2.23e-06,765.0,16,1411.0,0.5422
210,mp3_128,1,7-10k,1,0.9193,16750,0.0,1.12e-06,773.3,16,1411.0,0.548
210,mp3_320,1,7-10k,1,0.8455,18000,0.0,2.23e-06,791.7,16,1411.0,0.5611
210,mp3_v0,1,7-10k,1,0.8486,18000,0.0,2.41e-06,791.6,16,1411.0,0.561
211,authentic,0,7-10k,1,0.9804,20000,0.0,3.996e-05,1048.5,16,1411.0,0.7431
211,mp3_128,1,7-10k,1,0.9937,16750,0.0,9.11e-06,1117.5,16,1411.0,0.792
211,mp3_320,1,7-10k,1,0.9942,20000,0.0,4.04e-05,1174.9,16,1411.0,0.8327
211,mp3_v0,1,7-10k,1,0.9344,20000,0.0,4.075e-05,1174.6,16,1411.0,0.8324
212,authentic,0,4-7k,0,0.3923,22050.0,0.0,5.9e-07,526.4,16,1411.0,0.373
212,mp3_128,1,4-7k,0,0.9596,16750,0.0,5e-08,573.7,16,1411.0,0.4066
212,mp3_320,1,4-7k,0,0.9369,20250,0.0,5.5e-07,613.1,16,1411.0,0.4345
212,mp3_v0,1,4-7k,0,0.1655,21500,0.0,6.8e-07,619.2,16,1411.0,0.4389
213,authentic,0,7-10k,1,0.5566,21000,311.8,1.95e-06,870.0,16,1411.0,0.6166
213,mp3_128,1,7-10k,1,0.9369,16250,117.9,6e-08,894.4,16,1411.0,0.6339
213,mp3_320,1,7-10k,1,0.8183,19750,117.9,1.92e-06,910.2,16,1411.0,0.6451
213,mp3_v0,1,7-10k,1,0.5461,21000,311.8,2.49e-06,913.7,16,1411.0,0.6476
216,authentic,0,7-10k,0,0.0674,22050.0,0.0,5.52e-06,432.3,16,1411.0,0.3064
216,mp3_128,1,7-10k,0,0.9124,16750,0.0,1.06e-06,428.0,16,1411.0,0.3033
216,mp3_320,1,7-10k,0,0.87,20250,0.0,4.96e-06,448.2,16,1411.0,0.3177
216,mp3_v0,1,7-10k,0,0.0825,22050.0,0.0,5.55e-06,443.8,16,1411.0,0.3145
217,authentic,0,<4k,1,0.5496,22050.0,0.0,0.0,311.0,16,1411.0,0.2204
217,mp3_128,1,<4k,1,0.5876,16500,117.9,0.0,306.9,16,1411.0,0.2175
217,mp3_320,1,<4k,1,0.5514,20000,913.2,0.0,317.0,16,1411.0,0.2247
217,mp3_v0,1,<4k,1,0.5766,17250,2262.7,0.0,309.7,16,1411.0,0.2195
214,authentic,0,>=14k,1,0.7548,22050.0,0.0,1.329e-05,967.4,16,1411.0,0.6856
214,mp3_128,1,>=14k,1,0.9016,16500,117.9,5.3e-07,906.1,16,1411.0,0.6422
214,mp3_320,1,>=14k,1,0.9634,20000,117.9,1.246e-05,970.2,16,1411.0,0.6876
214,mp3_v0,1,>=14k,1,0.7814,22050.0,0.0,1.331e-05,972.9,16,1411.0,0.6895
215,authentic,0,10-14k,0,0.1185,18250,204.1,1.324e-05,911.1,16,1411.0,0.6457
215,mp3_128,1,10-14k,0,0.9652,16750,0.0,4e-06,891.4,16,1411.0,0.6317
215,mp3_320,1,10-14k,0,0.2457,18250,204.1,1.339e-05,933.7,16,1411.0,0.6617
215,mp3_v0,1,10-14k,0,0.9647,18250,117.9,1.336e-05,920.6,16,1411.0,0.6524
218,authentic,0,>=14k,1,0.8531,18750,117.9,0.0001375,803.7,16,1411.0,0.5696
218,mp3_128,1,>=14k,1,0.957,16750,0.0,1.709e-05,775.3,16,1411.0,0.5495
218,mp3_320,1,>=14k,1,0.8608,18750,117.9,0.00014008,820.6,16,1411.0,0.5816
218,mp3_v0,1,>=14k,1,0.8582,18750,117.9,0.00014212,817.0,16,1411.0,0.579
219,authentic,0,4-7k,0,0.3255,22050.0,0.0,2.3e-07,435.6,16,1411.0,0.3087
219,mp3_128,1,4-7k,0,0.5616,16750,0.0,2e-08,385.0,16,1411.0,0.2728
219,mp3_320,1,4-7k,0,0.5484,20250,0.0,2e-07,448.0,16,1411.0,0.3175
219,mp3_v0,1,4-7k,0,0.6467,21750,141.4,1.9e-07,429.8,16,1411.0,0.3046
222,authentic,0,4-7k,0,0.0277,22050.0,0.0,9.6e-07,744.8,16,1411.0,0.5279
222,mp3_128,1,4-7k,0,0.9854,16750,0.0,8e-08,702.7,16,1411.0,0.498
222,mp3_320,1,4-7k,0,0.9942,20250,0.0,7.2e-07,758.4,16,1411.0,0.5375
222,mp3_v0,1,4-7k,0,0.411,22050.0,0.0,2.6e-07,733.2,16,1411.0,0.5196
223,authentic,0,7-10k,1,0.8826,19000,117.9,4.47e-06,844.0,16,1411.0,0.5981
223,mp3_128,1,7-10k,1,0.9595,16500,117.9,5.1e-07,813.3,16,1411.0,0.5764
223,mp3_320,1,7-10k,1,0.9156,19250,0.0,4.63e-06,866.9,16,1411.0,0.6144
223,mp3_v0,1,7-10k,1,0.9855,19250,0.0,4.71e-06,861.7,16,1411.0,0.6107
220,authentic,0,7-10k,0,0.2579,19000,204.1,6.72e-06,846.1,16,1411.0,0.5996
220,mp3_128,1,7-10k,0,0.957,16500,117.9,5.8e-07,821.1,16,1411.0,0.5819
220,mp3_320,1,7-10k,0,0.7699,19000,117.9,6.81e-06,857.0,16,1411.0,0.6073
220,mp3_v0,1,7-10k,0,0.9254,18750,117.9,6.81e-06,850.9,16,1411.0,0.603
221,authentic,0,<4k,1,0.5311,22050.0,0.0,9e-08,390.4,16,1411.0,0.2767
221,mp3_128,1,<4k,1,0.5447,22050.0,0.0,0.0,303.3,16,1411.0,0.2149
221,mp3_320,1,<4k,1,0.5308,22050.0,0.0,3e-08,387.2,16,1411.0,0.2744
221,mp3_v0,1,<4k,1,0.5374,22050.0,0.0,1e-07,399.7,16,1411.0,0.2833
224,authentic,0,>=14k,1,0.646,20500,0.0,9.279e-05,987.3,16,1411.0,0.6997
224,mp3_128,1,>=14k,1,0.8748,16750,0.0,3.27e-06,943.1,16,1411.0,0.6684
224,mp3_320,1,>=14k,1,0.9682,20250,0.0,8.994e-05,1021.9,16,1411.0,0.7242
224,mp3_v0,1,>=14k,1,0.5727,20500,117.9,9.188e-05,1019.6,16,1411.0,0.7226
225,authentic,0,<4k,0,0.234,22050.0,0.0,1e-08,386.8,16,1411.0,0.2742
225,mp3_128,1,<4k,0,0.6567,16000,235.7,0.0,372.6,16,1411.0,0.2641
225,mp3_320,1,<4k,0,0.3918,20250,0.0,1e-08,393.0,16,1411.0,0.2785
225,mp3_v0,1,<4k,0,0.2107,22050.0,0.0,0.0,372.5,16,1411.0,0.264
228,authentic,0,10-14k,1,0.8442,19500,0.0,1.418e-05,961.0,16,1411.0,0.681
228,mp3_128,1,10-14k,1,0.5485,16500,117.9,5.2e-07,931.9,16,1411.0,0.6605
228,mp3_320,1,10-14k,1,0.9317,19500,0.0,1.68e-05,977.2,16,1411.0,0.6926
228,mp3_v0,1,10-14k,1,0.9849,19500,0.0,1.689e-05,969.1,16,1411.0,0.6868
229,authentic,0,4-7k,1,0.9619,19750,1084.2,1.8e-07,413.7,16,1411.0,0.2932
229,mp3_128,1,4-7k,1,0.9455,16500,0.0,1e-08,438.1,16,1411.0,0.3105
229,mp3_320,1,4-7k,1,0.9785,19750,117.9,1.8e-07,442.7,16,1411.0,0.3137
229,mp3_v0,1,4-7k,1,0.9755,19500,612.4,1.7e-07,446.1,16,1411.0,0.3162
232,authentic,0,7-10k,0,0.1002,20500,632.9,7e-08,543.9,16,1411.0,0.3855
232,mp3_128,1,7-10k,0,0.9635,16000,311.8,0.0,517.5,16,1411.0,0.3668
232,mp3_320,1,7-10k,0,0.7079,19500,235.7,6e-08,547.8,16,1411.0,0.3882
232,mp3_v0,1,7-10k,0,0.1989,18250,1553.0,5e-08,551.8,16,1411.0,0.3911
233,authentic,0,4-7k,1,0.7881,21000,495.0,2e-08,671.4,16,1411.0,0.4758
233,mp3_128,1,4-7k,1,0.9288,16500,2616.3,0.0,647.3,16,1411.0,0.4587
233,mp3_320,1,4-7k,1,0.8005,20000,913.2,1e-08,691.0,16,1411.0,0.4897
233,mp3_v0,1,4-7k,1,0.7258,18000,1668.5,0.0,671.8,16,1411.0,0.4761
230,authentic,0,>=14k,1,0.9325,18750,1555.6,4.95e-06,911.7,16,1411.0,0.6461
230,mp3_128,1,>=14k,1,0.9466,16750,0.0,5.1e-07,904.3,16,1411.0,0.6409
230,mp3_320,1,>=14k,1,0.9708,18750,589.3,4.85e-06,949.7,16,1411.0,0.673
230,mp3_v0,1,>=14k,1,0.9593,18750,1555.6,4.58e-06,946.1,16,1411.0,0.6705
231,authentic,0,7-10k,1,0.624,21500,259.3,6.3e-07,816.2,16,1411.0,0.5785
231,mp3_128,1,7-10k,1,0.9768,16500,117.9,0.0,764.7,16,1411.0,0.5419
231,mp3_320,1,7-10k,1,0.9661,20000,117.9,6.1e-07,823.7,16,1411.0,0.5838
231,mp3_v0,1,7-10k,1,0.9785,21000,447.8,5e-07,816.0,16,1411.0,0.5783
226,authentic,0,7-10k,1,0.5336,14000,117.9,1.2e-07,796.8,16,1411.0,0.5647
226,mp3_128,1,7-10k,1,0.8504,14000,0.0,0.0,713.1,16,1411.0,0.5054
226,mp3_320,1,7-10k,1,0.5546,14000,117.9,4e-08,801.0,16,1411.0,0.5677
226,mp3_v0,1,7-10k,1,0.5661,14000,117.9,1.1e-07,808.3,16,1411.0,0.5729
227,authentic,0,7-10k,0,0.1176,20500,117.9,2.17e-06,831.0,16,1411.0,0.5889
227,mp3_128,1,7-10k,0,0.8684,16000,235.7,1e-08,814.1,16,1411.0,0.577
227,mp3_320,1,7-10k,0,0.9535,20000,0.0,2.16e-06,839.6,16,1411.0,0.595
227,mp3_v0,1,7-10k,0,0.9618,19750,117.9,1.8e-06,828.8,16,1411.0,0.5874
234,authentic,0,10-14k,0,0.0474,21500,224.8,6.3e-06,539.4,16,1411.0,0.3823
234,mp3_128,1,10-14k,0,0.9702,16750,0.0,1.65e-06,477.0,16,1411.0,0.338
234,mp3_320,1,10-14k,0,0.7402,20000,117.9,6.12e-06,492.2,16,1411.0,0.3488
234,mp3_v0,1,10-14k,0,0.756,20750,563.2,6.61e-06,494.5,16,1411.0,0.3505
235,authentic,0,7-10k,1,0.8028,18000,117.9,2.9e-07,814.6,16,1411.0,0.5773
235,mp3_128,1,7-10k,1,0.6019,16250,235.7,1e-08,820.1,16,1411.0,0.5812
235,mp3_320,1,7-10k,1,0.9347,17500,235.7,2.6e-07,838.6,16,1411.0,0.5943
235,mp3_v0,1,7-10k,1,0.9351,17500,235.7,2.3e-07,835.5,16,1411.0,0.5921
240,authentic,0,7-10k,1,0.7865,18750,1006.9,2.8e-07,458.3,16,1411.0,0.3248
240,mp3_128,1,7-10k,1,0.8892,16500,0.0,4e-08,474.2,16,1411.0,0.336
240,mp3_320,1,7-10k,1,0.9786,19250,353.6,2.5e-07,493.6,16,1411.0,0.3498
240,mp3_v0,1,7-10k,1,0.7629,19250,772.8,3e-07,495.9,16,1411.0,0.3514
241,authentic,0,>=14k,1,0.8671,21000,495.0,2.157e-05,462.0,16,1411.0,0.3274
241,mp3_128,1,>=14k,1,0.9453,16750,2498.4,2.18e-06,414.3,16,1411.0,0.2936
241,mp3_320,1,>=14k,1,0.9633,20250,848.5,1.507e-05,466.4,16,1411.0,0.3305
241,mp3_v0,1,>=14k,1,0.8524,20750,563.2,2.785e-05,471.7,16,1411.0,0.3343
236,authentic,0,4-7k,0,0.0142,22050.0,0.0,1.01e-06,776.4,16,1411.0,0.5502
236,mp3_128,1,4-7k,0,0.9216,16750,0.0,2e-08,726.7,16,1411.0,0.515
236,mp3_320,1,4-7k,0,0.9639,20250,0.0,6.4e-07,824.0,16,1411.0,0.584
236,mp3_v0,1,4-7k,0,0.0684,22050.0,0.0,1.07e-06,833.2,16,1411.0,0.5905
237,authentic,0,>=14k,0,0.0764,22050.0,0.0,0.00132034,961.7,16,1411.0,0.6816
237,mp3_128,1,>=14k,0,0.9524,16750,0.0,1.221e-05,1062.3,16,1411.0,0.7529
237,mp3_320,1,>=14k,0,0.9642,20250,0.0,0.00102977,1151.9,16,1411.0,0.8164
237,mp3_v0,1,>=14k,0,0.5513,22050.0,0.0,0.00135983,1146.3,16,1411.0,0.8124
238,authentic,0,7-10k,0,0.0569,20250,0.0,5.86e-06,878.8,16,1411.0,0.6228
238,mp3_128,1,7-10k,0,0.9598,16500,117.9,7.2e-07,852.4,16,1411.0,0.6041
238,mp3_320,1,7-10k,0,0.6429,20000,0.0,5.92e-06,884.7,16,1411.0,0.627
238,mp3_v0,1,7-10k,0,0.7835,19500,311.8,6e-06,881.8,16,1411.0,0.6249
239,authentic,0,4-7k,0,0.0812,21000,311.8,1e-06,837.8,16,1411.0,0.5938
239,mp3_128,1,4-7k,0,0.9558,16750,0.0,1.4e-07,783.3,16,1411.0,0.5552
239,mp3_320,1,4-7k,0,0.9678,20000,117.9,1.01e-06,849.1,16,1411.0,0.6018
239,mp3_v0,1,4-7k,0,0.7415,21250,117.9,1.09e-06,839.3,16,1411.0,0.5948
242,authentic,0,10-14k,0,0.0376,21500,117.9,2.388e-05,532.6,16,1411.0,0.3775
242,mp3_128,1,10-14k,0,0.9729,16750,0.0,3.45e-06,558.6,16,1411.0,0.3959
242,mp3_320,1,10-14k,0,0.8741,20000,0.0,2.173e-05,581.4,16,1411.0,0.4121
242,mp3_v0,1,10-14k,0,0.9341,21500,117.9,2.528e-05,570.7,16,1411.0,0.4044
243,authentic,0,10-14k,0,0.1313,20750,0.0,2.287e-05,917.7,16,1411.0,0.6504
243,mp3_128,1,10-14k,0,0.9436,16750,0.0,1.42e-06,860.9,16,1411.0,0.6101
243,mp3_320,1,10-14k,0,0.7956,20000,0.0,2.356e-05,943.7,16,1411.0,0.6688
243,mp3_v0,1,10-14k,0,0.8186,20250,117.9,2.465e-05,943.2,16,1411.0,0.6685
246,authentic,0,<4k,0,0.068,22050.0,0.0,1e-07,688.0,16,1411.0,0.4876
246,mp3_128,1,<4k,0,0.9709,16000,117.9,0.0,578.9,16,1411.0,0.4103
246,mp3_320,1,<4k,0,0.4057,20000,117.9,5e-08,675.0,16,1411.0,0.4784
246,mp3_v0,1,<4k,0,0.8485,16500,623.6,1e-08,626.6,16,1411.0,0.4441
244,authentic,0,4-7k,1,0.5783,22050.0,0.0,1e-08,402.8,16,1411.0,0.2854
244,mp3_128,1,4-7k,1,0.7393,22050.0,0.0,0.0,368.0,16,1411.0,0.2608
244,mp3_320,1,4-7k,1,0.5781,22050.0,0.0,1e-08,413.4,16,1411.0,0.293
244,mp3_v0,1,4-7k,1,0.5848,22050.0,0.0,0.0,397.0,16,1411.0,0.2814
245,authentic,0,10-14k,0,0.0676,22050.0,0.0,5.67e-06,530.6,16,1411.0,0.376
245,mp3_128,1,10-14k,0,0.9286,16750,0.0,4.3e-07,501.7,16,1411.0,0.3556
245,mp3_320,1,10-14k,0,0.9435,20250,0.0,3.97e-06,544.5,16,1411.0,0.3859
245,mp3_v0,1,10-14k,0,0.0656,22050.0,0.0,6.69e-06,553.7,16,1411.0,0.3924
