track,sample_rate,cutoff,energy_ratio,cutoff_std,residual_floor_db,container_kbps
15 - Patrick Bylebyl & Olivier Frossard -  Overcloud.flac,44100,22050.0,7.297e-06,0.0,nan,765
11 - Java -  Danser.flac,44100,20750.0,6.426e-05,117.9,nan,902
16 - François Couperin -  Alleluia.flac,44100,22050.0,2.311e-08,0.0,nan,522
10 - Snow Ghosts -  Drought.flac,44100,21750.0,5.493e-05,141.4,nan,979
24 - André Brasseur -  Atlantide.flac,44100,18000.0,2.100e-07,1693.3,nan,973
01 - I.D -  Phunky phone.flac,44100,22050.0,1.776e-05,0.0,nan,843
09 - heRajiKa tracks -  Memory lane 記憶.flac,44100,22050.0,2.149e-04,0.0,nan,893
17 - Silly Tune -  Cyberdream (radio edit).flac,44100,21000.0,2.375e-05,0.0,nan,887
06 - Jaga Jazzist -  Low battery.flac,44100,21500.0,2.088e-07,117.9,nan,759
"16 - Jordi Savall -  Encina, juan del - (cancionero de palacio) - romance ¿qu'es de ti, desconsolado .flac",44100,20750.0,4.921e-07,0.0,nan,643
09 - Georges Delerue -  La mort de Gabrielle.flac,44100,22050.0,4.189e-07,0.0,nan,557
12 - Arizona Dranes -  Crucifixion.flac,44100,22050.0,3.821e-08,0.0,nan,387
10 - Los mirlos -  Muchachita del oriente.flac,44100,20250.0,2.406e-07,204.1,-42.9,883
04 - Plaid -  Hawkmoth.flac,44100,22050.0,5.476e-04,0.0,nan,810
09 - Sigur Rós -  Fall.flac,44100,20000.0,6.129e-08,424.9,-33.7,592
01 - Oumou Dioubaté -  Bimolou.flac,44100,20750.0,4.696e-04,0.0,nan,952
17 - Zane and Hugh Campbell -  Stolen love.flac,44100,22050.0,1.129e-06,0.0,nan,828
07 - Marie Davidson & L'Œil Nu -  Renegade breakdown.flac,44100,20000.0,4.088e-05,311.8,-62.1,1060
15 - Nu Yurican Soul -  The nervous track.flac,44100,21250.0,2.974e-05,117.9,nan,844
05 - The Joe Cuba Sextet -  Madness pt 1.flac,44100,22050.0,1.363e-06,0.0,nan,939
10 - Prodigy -  Roadblox.flac,44100,20750.0,3.837e-07,563.2,nan,1031
14 - Pensees -  She (cdm edit).flac,44100,21000.0,3.251e-08,495.0,nan,574
12 - N. Naranbadrakh -  Arvan tavny sar.flac,44100,16000.0,2.070e-07,2852.0,nan,812
02 - Money be no sand - Charles Iwegbue & His Archibogs -  Hold me tight baby.flac,44100,22050.0,3.954e-07,0.0,nan,362
14 - BO Microcosmos - Bruno Coulais -  La fin du rêve.flac,44100,21000.0,4.916e-07,495.0,nan,663
08 - Stelvio Cipriani -  Libidine - seq. 6.flac,44100,19750.0,2.587e-06,117.9,-55.4,764
07 - Para One -  Love ave.flac,44100,22050.0,5.133e-05,0.0,nan,899
07 - Sigur Rós -  Gold.flac,44100,21000.0,3.472e-07,0.0,nan,785
04 - The new law -  Voyage.flac,44100,21500.0,2.542e-04,0.0,nan,948
01 - Jo Manji -  Beyond the sunset.flac,44100,22050.0,1.971e-05,0.0,nan,769
"07 - The good, the bad & the queen -  The bunting song.flac",44100,21750.0,3.308e-06,141.4,nan,860
03 - Moussu T e lei jovents -  Je t'aime.flac,44100,20750.0,9.556e-05,0.0,nan,952
19 - Piéces de luth du vieux Gaultier - Ennemond Gaultier -  Suite en a.mi. la majeur v. sarabande.flac,44100,21500.0,2.993e-07,0.0,nan,573
05 - Joe Gibbs & The Professionals -  Lime key rock.flac,44100,20750.0,1.740e-06,0.0,nan,791
"04 - Jordi Savall -  Dinos, madre del donsel (villancico).flac",44100,22050.0,8.521e-07,0.0,nan,647
07 - Flo Morrissey & Matthew E. White -  Everybody loves the sunshine.flac,44100,21250.0,6.680e-06,334.2,nan,865
03 - Confrérie Ali Amani -  Wadhwifa wa Shadhuli.flac,44100,21750.0,4.831e-06,0.0,nan,824
"01 - Bo Carter -  Baby, how can it be.flac",44100,22050.0,9.170e-09,0.0,nan,260
86 - Roni Iron -  As erxosoun gia ligo.flac,44100,19250.0,3.545e-06,235.7,-41.7,814
04 - Ali Kuru -  Imkansiz kal.flac,44100,22050.0,1.942e-07,0.0,nan,872
09 - Where Your Mark Remains.flac,44100,21000.0,1.421e-06,441.6,nan,750
04 - Girma Bèyènè & Akalé Wubé -  Enkèn yèlélèbesh.flac,44100,22050.0,1.734e-05,0.0,nan,913
04 - Jordi Savall -  Concert viii la conférence (ballet).flac,44100,22050.0,1.791e-06,0.0,nan,702
Ave Africa  The complete recordings 1973-1976 - 02 - Sunburst - Ukuti ukuti.flac,44100,22050.0,2.370e-07,0.0,nan,736
11 - Moussu T e lei jovents -  Si j'allais en prison....flac,44100,22050.0,1.104e-04,0.0,nan,1024
12 - François Couperin -  Gloria 'qui tollis' (tierce en taille).flac,44100,22050.0,1.619e-08,0.0,nan,512
13 - Wax Tailor -  Like an hourglass.flac,44100,21250.0,1.891e-06,0.0,nan,833
05 - Calvary Bells Supreme Christian Singers -  Atamfo na maye no dienben.flac,44100,22050.0,2.487e-05,0.0,nan,906
02 - Baba Sissoko -  Oscarine.flac,44100,21500.0,1.248e-06,117.9,nan,612
08 - George Bruns -  Nice melody.flac,44100,22050.0,8.744e-07,0.0,nan,520
06 - Meridian Brothers -  Soy el pinchadiscos del amor.flac,44100,22050.0,7.917e-09,0.0,nan,709
03 - Ben Onono -  Tatouage bleu (avec chet).flac,44100,20750.0,5.622e-05,0.0,nan,816
21 - Michel Legrand -  Musique inédite pour le cercle rouge - bossa de la nuit.flac,44100,20750.0,1.010e-06,0.0,nan,741
10- El hombre que yo ame (The man I love).flac,44100,22050.0,9.088e-07,0.0,nan,807
02 - Lio -  Sage comme une image.flac,44100,22050.0,1.048e-04,0.0,nan,986
07 - Sugar House Feat. Marieke Meijer -  Desire.flac,44100,21500.0,9.194e-05,117.9,nan,983
01 - Jordi Savall -  Milanes - dexa aljava.flac,44100,19250.0,7.199e-07,589.3,-33.1,637
02 - Gabor Szabo -  Magic mystic faces.flac,96000,48000.0,2.121e-06,0.0,nan,1402
25 - Michel Legrand -  Perfidia.flac,44100,17750.0,2.893e-07,1585.5,nan,961
"08 - Jordi Savall -  Ii. gloria in gloria dei patris. allegro, ma non troppo e ben marcato.flac",44100,22050.0,6.503e-07,0.0,nan,834
08 - Les tambours de Brazza -  Mama ngoudi.flac,44100,22050.0,1.416e-04,0.0,nan,1056
08 - Eden Ahbez -  Market place.flac,44100,22050.0,3.879e-06,0.0,nan,835
10 - Biriya (Rythmes du Mandingue).flac,44100,21000.0,1.800e-04,0.0,nan,982
09 - Rellys -  L'amour est à tout le monde.flac,44100,22050.0,2.352e-09,0.0,nan,268
11 - 4 Mars -  Abaal (gratitude).flac,44100,22050.0,6.221e-07,0.0,nan,857
14 - Buzy -  Dyslexique.flac,44100,22050.0,5.889e-05,0.0,nan,1024
07 - Phoenix -  Too young.flac,44100,21500.0,2.143e-04,0.0,nan,990
04 - Kohi Jadu.flac,44100,22050.0,5.555e-07,0.0,nan,782
03 - Moussu T e lei jovents -  Artemis.flac,44100,22050.0,4.741e-05,0.0,nan,939
12 - Lions 2000 Stringband & Bob Brozman -  Karanas leva.flac,44100,22050.0,1.226e-05,0.0,nan,1016
08 - Charles -  Mother father sister brother.flac,44100,20000.0,9.063e-06,204.1,-53.7,885
04 - Waed Bouhassoun -  Ilahi saba tesbih.flac,44100,21750.0,5.468e-07,141.4,nan,576
Ave Africa  The complete recordings 1973-1976 - 17 - Sunburst - Kosa langu mpenzi.flac,44100,22050.0,6.164e-08,0.0,nan,564
03 - Frank Penn -  Gimme some skin.flac,44100,22050.0,1.809e-06,0.0,nan,857
21 - La banda de la boquilla -  La rochela.flac,44100,19500.0,1.289e-07,0.0,-52.1,857
05 - Sébastien Tellier -  La ritournelle.flac,44100,21750.0,2.817e-05,141.4,nan,890
13 - Deacon Tommy Tookes and Congregation -  The lord is risen.flac,44100,22050.0,6.953e-07,0.0,nan,868
10 - Djiki.flac,44100,21000.0,2.176e-06,235.7,nan,753
04 - Jaga Jazzist -  Suomi finland.flac,44100,19500.0,5.056e-07,353.6,-3.7,819
02 - Family Atlantica -  Enjera.flac,44100,22050.0,8.500e-06,0.0,nan,1004
14 - Jade Or -  Opium.flac,44100,21750.0,7.946e-06,141.4,nan,850
"18 - Michel Legrand -  His eyes, her eyes.flac",44100,21000.0,5.941e-06,117.9,nan,938
05 - Soulalchemy -  Party time.flac,44100,22050.0,5.780e-05,0.0,nan,908
04- Mariposita de primavera.flac,44100,22050.0,1.101e-05,0.0,nan,739
09 - Rey & Kjavïk -  Habasa.flac,44100,19000.0,1.812e-06,408.2,-50.2,757
15 - Estil C. Ball -  The poor wayfaring stranger.flac,44100,22050.0,9.199e-07,0.0,nan,751
11 - Tor -  Hemp.flac,44100,19500.0,1.002e-05,0.0,-50.4,1000
15 - Gharbi Sadok & Georges Garzia -  Lala tibki.flac,44100,22050.0,2.276e-06,0.0,nan,890
09 - Kow Otani -  The end of the battle.flac,44100,22050.0,8.013e-08,0.0,nan,673
12 - Bag-o-wire -  Creeper.flac,44100,21750.0,2.726e-06,0.0,nan,452
08 - Juguya.flac,44100,22050.0,4.201e-05,0.0,nan,966
19 - Broadway Bell Hops -  Wimmin aaah.flac,44100,22050.0,3.967e-10,0.0,nan,287
04 - BO 2001  A space odyssey - Johann Strauss -  An der schönen blauen donau (excerpt).flac,44100,20250.0,7.995e-08,753.1,-19.3,627
02 - The Action 13 -  More bread to the people.flac,44100,19500.0,4.631e-06,1202.1,-43.2,510
"08 - Waed Bouhassoun -  Al chrougui, al hejaïni.flac",44100,21500.0,5.594e-07,259.3,nan,648
07 - Everybody Loves The Sunshine.flac,44100,21750.0,7.874e-05,141.4,nan,861
05 - Kehendak (Will).flac,44100,22050.0,3.943e-06,0.0,nan,810
13 - Mother McCollum -  Jesus is my air-o-plane.flac,44100,22050.0,8.412e-06,0.0,nan,507
09 - Ver Viads -  Crazy ivan.flac,44100,21000.0,7.861e-05,117.9,nan,941
"07 - Baïlo Barry, Alhadji Tanbin -  Yâdou.flac",44100,22050.0,8.635e-07,0.0,nan,525
05 - Tikalama.flac,44100,22050.0,2.097e-06,0.0,nan,725
01 - Deep & Wide -  Seven seas.flac,44100,22050.0,7.167e-07,0.0,nan,677
28 - Dr. K. Gyasi & His Noble Kings -  Noble kings (yako aba).flac,44100,15500.0,4.451e-09,772.8,nan,780
08 - Aly Keïta -  Lanaya.flac,44100,22050.0,4.512e-07,0.0,nan,681
04 - The Semi Colon -  Isi agboncha.flac,44100,18750.0,5.706e-07,0.0,-62.4,833
06 - Biz -  Falling (sun airplay mix).flac,44100,21750.0,1.889e-05,141.4,nan,899
04 - Mahmoud Ahmed -  Eyèw demamu.flac,44100,22050.0,8.984e-08,0.0,nan,772
04 - Ahmed Malek -  Bossa.flac,44100,17250.0,1.191e-07,0.0,nan,800
05 - Ez3kiel -  Phantom land.flac,44100,22050.0,5.136e-05,0.0,nan,816
28 - Liberdade -  Otra vida.flac,44100,17500.0,9.340e-08,117.9,nan,753
20 - Los Bestiales -  Yolanda.flac,44100,20750.0,7.922e-05,0.0,nan,958
03 - Gelka Feat. Phoenix Pearle -  Being you.flac,44100,20250.0,3.778e-05,204.1,-41.4,834
02 - Girma Bèyènè & Akalé Wubé -  Ené nègn bay manèsh.flac,44100,22050.0,4.678e-05,0.0,nan,908
15 - Lontjeng Jang Kentijl.flac,44100,22050.0,1.950e-07,0.0,nan,416
11 - Rudhaman -  Balafon.flac,44100,19250.0,1.510e-05,117.9,-36.8,908
02 - Memory Tapes -  Bicycle.flac,44100,22050.0,1.403e-05,0.0,nan,914
12 - A band of buriers -  Revue.flac,44100,22050.0,2.046e-05,0.0,nan,731
11 - Park Kwi-Hŭi -  Honamga; gayageum-byeongchang.flac,44100,22050.0,1.266e-06,0.0,nan,779
11 - Ernest V. Stoneman's Dixie Mountaineers -  There's a light lit up in galilee.flac,44100,22050.0,9.708e-09,0.0,nan,415
10 - Arno Alyvan & Alain Damasio -  Alticcio.flac,44100,22050.0,5.165e-07,0.0,nan,757
03 - Various Artists -  Ty ba hanh.flac,44100,22050.0,7.000e-06,0.0,nan,601
01 - AFRICAN ISLANDS Baco -  Bwana.flac,44100,21250.0,2.234e-05,235.7,nan,954
01- siempre con swing (intro).flac,44100,22050.0,7.882e-04,0.0,nan,759
02 - Queen -  Another one bites the dust.flac,44100,20750.0,5.613e-05,117.9,nan,873
Omar Souleyman - 0103 - Lansob Sherek (I Will Make A Trap).flac,44100,22050.0,4.945e-04,0.0,nan,900
39 - Kow Otani -  Marshlands (bonus track).flac,44100,22050.0,1.776e-06,0.0,nan,723
07 - Sigur Rós -  Untitled #7 (dauðalagið).flac,44100,22050.0,8.114e-07,0.0,nan,794
12 - Npo It Npo It Janeel Goor.flac,44100,22050.0,2.598e-05,0.0,nan,868
02 - Mah Damba -  Koulan kouman.flac,44100,20500.0,8.423e-06,117.9,-42.3,857
11 - Masasu Band -  Uwaume wa bufuba.flac,44100,22050.0,1.685e-07,0.0,nan,815
10 - Trumpet Thing -  Far away.flac,44100,21500.0,2.019e-05,117.9,nan,913
03 - Amanaska -  Fracture.flac,44100,22050.0,8.011e-06,0.0,nan,935
26 - Kerja Kami (Our Work).flac,44100,22050.0,1.406e-06,0.0,nan,465
08 - Boubacar Traoré  -  Narena.flac,44100,20500.0,8.469e-07,235.7,-23.7,765
07 - Elfenberg -  Gilgamesh (timboletti remix).flac,44100,19500.0,3.352e-06,540.1,-60.0,791
03 - Gaye Su Akyol -  Laziko.flac,44100,19250.0,1.736e-06,0.0,-60.5,926
"12 - Michel Legrand -  Paris, je t'aime.flac",44100,20500.0,2.580e-05,235.7,-49.5,1226
03 - Carlos Ramos -  Torre de belem (the tower of belem).flac,44100,22050.0,2.207e-05,0.0,nan,457
07 - Bob Marley -  Pimper's paradise.flac,44100,22050.0,2.966e-04,0.0,nan,1064
02 - Angus & Julia Stone -  Black crow.flac,44100,21500.0,6.002e-05,117.9,nan,940
14 - Stefano Saletti & Piccola Banda Ikona -  Tagama.flac,44100,20500.0,2.366e-05,117.9,-38.8,979
"05 - Lemma, Souad Asla -  A Lalla Y'a Lalla.flac",44100,21250.0,1.878e-04,0.0,nan,979
06 - Jane Birkin -  Vie mort et resurrection d' un amour passion.flac,44100,19500.0,6.867e-06,117.9,-2.7,628
03 - Keleya.flac,44100,22050.0,8.593e-08,0.0,nan,456
15 - Bamboma Ethnic Groups -  To accompany the chief on a trip.flac,44100,22050.0,1.268e-07,0.0,nan,687
"03 - Ketama, Toumani Diabate, Danny Thompson -  Caramelo.flac",44100,22050.0,6.622e-05,0.0,nan,798
15 - Michel Legrand -  Chanson de Solange.flac,44100,21000.0,1.944e-05,0.0,nan,1059
10 - Musa Eroglu & Arif Sag -  Mêhriben.flac,44100,22050.0,7.108e-06,0.0,nan,844
07 - Penguin Cafe -  Solaris.flac,44100,21750.0,3.036e-06,0.0,nan,764
05 - BKO Quintet -  Djelike.flac,44100,21250.0,1.054e-05,0.0,nan,806
01 - Henri Dikongué -  Ndutu.flac,44100,20750.0,1.096e-06,117.9,nan,685
01 - Oumar Konaté -  Addoh.flac,44100,22050.0,1.410e-04,0.0,nan,798
05 - Mandalay -  Beautiful (7' canny mix).flac,44100,20750.0,1.037e-04,235.7,nan,900
05 - J.T. Adams -  Red river blues.flac,44100,22050.0,3.732e-07,0.0,nan,567
12 - Seven Gallon Jug Band -  Wipe 'em off.flac,44100,22050.0,1.651e-05,0.0,nan,461
09 - Ablaye Cissoko -  Sakhadougou.flac,44100,20250.0,3.870e-08,848.5,-6.9,643
14 - Piero Umiliani -  Pelle di luna.flac,44100,22050.0,2.605e-08,0.0,nan,584
10 - Jaga Jazzist -  Cinematic.flac,44100,21750.0,2.173e-07,141.4,nan,616
15 - Georgio -  Infini.flac,44100,20750.0,8.378e-06,235.7,nan,945
13 - Bliss -  Long life to you my friend (christophe goze remix).flac,44100,22050.0,3.549e-04,0.0,nan,991
01 - Sébastien Tellier -  La ballade du georges.flac,44100,22050.0,2.153e-05,0.0,nan,862
03 - Sam Sever -  What's that sound.flac,44100,21250.0,1.692e-07,117.9,nan,733
02 - Pressure Drop -  Writing on the wall.flac,44100,19750.0,3.007e-06,849.8,-34.2,828
05 - Moby -  Next is the e.flac,44100,22050.0,3.736e-04,0.0,nan,1025
04 - Jordi Savall -  Hodie mecum eris in paradiso.flac,44100,21250.0,9.439e-06,0.0,nan,590
06 - Moussu T e lei jovents -  Les 40 heures.flac,44100,20750.0,1.342e-05,0.0,nan,932
06 - Glender -  Echoes.flac,44100,22050.0,1.329e-05,0.0,nan,967
03 - Mayra Andrade -  Seu.flac,44100,21750.0,9.073e-07,141.4,nan,752
01 - Papa Wemba -  Mére supérieure.flac,44100,22050.0,7.809e-08,0.0,nan,765
23 - Michel Legrand -  Ciné qui chante (Trois places pour le 26) (Yves Montand).flac,44100,20500.0,7.479e-05,0.0,-44.1,996
04 - Valentin Huedo & Atfunk -  Until the sun goes down.flac,44100,21750.0,2.163e-05,141.4,nan,868
10 - Robert le Magnifique -  Hamlet#3 - le théâtre est l'endroit où je prendrai la conscience du roi.flac,44100,22050.0,3.302e-06,0.0,nan,687
07 - Oumar Konaté -  Ma cherie.flac,44100,22050.0,9.080e-05,0.0,nan,862
19 - Nico -  Strip tease.flac,44100,22050.0,6.128e-06,0.0,nan,932
07 - Star Band -  Simbonbon.flac,44100,22050.0,9.993e-08,0.0,nan,425
11 - Lento -  Stop.flac,44100,22050.0,1.563e-04,0.0,nan,958
12 - Conjunto Casino -  Mambo gallego.flac,44100,22050.0,9.590e-07,0.0,nan,849
03 - Ska-P -  Como me pongo.flac,44100,22050.0,3.752e-05,0.0,nan,987
06 - Fluida Ft. Ahmed Sosso -  First nations drums.flac,44100,21000.0,3.532e-06,117.9,nan,939
05. Khurmo Shirinova - Paidot Kardam (Found a Sweetheart).flac,44100,20750.0,6.141e-07,117.9,nan,795
12 - Michel Legrand -  Eva - the wedding.flac,44100,21000.0,3.660e-07,0.0,nan,838
110 - Paji -  Six o clock.flac,44100,16500.0,1.322e-06,0.0,nan,825
05 - Diabou Seck -  Fall amadou abdoulaye.flac,44100,22050.0,2.190e-07,0.0,nan,684
11 - Joe King Kologbo & His Black Sound -  Another man's thing.flac,44100,20500.0,1.243e-05,424.9,-44.1,949
08 - Camayenne Sofa -  Tara.flac,44100,22050.0,1.232e-07,0.0,nan,379
20 - Unknown Artist -  Beautiful lhassa.flac,44100,22050.0,5.738e-06,0.0,nan,959
12 - Degiheugi -  Loneliness is... always around.flac,44100,18000.0,4.719e-08,0.0,nan,800
11 - Music On Canvas feat. Tabitha -  Upside down.flac,44100,22050.0,3.580e-05,0.0,nan,897
14 - William Sheller -  Petit comme un caillou.flac,44100,19500.0,1.533e-06,707.1,-17.1,600
18 - Bob Marley -  Lively up yourself.flac,44100,22050.0,8.962e-06,0.0,nan,991
11 - Pravana -  Uluwatu (amanaska remix).flac,44100,22050.0,7.378e-06,0.0,nan,873
09 - Bedouin -  Straight to the heart.flac,44100,15250.0,5.804e-10,311.8,nan,840
01 - Jordi Savall -  Canticum in honorem beatae virginis mariae h. 400.flac,44100,22050.0,4.302e-07,0.0,nan,600
12 - Crystal Castles -  Love and caring.flac,44100,20750.0,2.176e-05,117.9,nan,888
09. Alin.flac,44100,21500.0,1.349e-05,0.0,nan,779
11 - Sixtoo -  Transient control.flac,44100,21250.0,2.392e-05,0.0,nan,841
01 - Ratnabali -  Breeze (baul dimension and murphy remix).flac,44100,22050.0,1.549e-05,0.0,nan,921
02 - Bahramji & Mahmoos Schriker -  Lonely city (radio edit).flac,44100,19750.0,2.827e-06,117.9,-45.5,875
20 - Paddy Steer -  Loufoque.flac,44100,21500.0,4.156e-05,0.0,nan,930
06 - Melodians Steel Orchestra - Cracklin' Rose.flac,44100,22050.0,2.734e-05,0.0,nan,829
13 - Angus & Julia Stone -  Crash + burn.flac,44100,22050.0,1.205e-06,0.0,nan,861
11 - Amr Diab -  Weghlawtac.flac,44100,21500.0,8.985e-05,259.3,nan,980
10 - Henri Dikongué -  Missodi.flac,44100,20750.0,5.221e-06,117.9,nan,744
05 - Skúli Sverrisson -  Móðir.flac,44100,22050.0,4.090e-07,0.0,nan,740
10 - Michel Legrand -  Nuages.flac,44100,22050.0,1.568e-06,0.0,nan,898
14 - Moondog -  Organ rounds.flac,44100,22050.0,1.934e-06,0.0,nan,512
11 - Angus & Julia Stone -  Mango tree.flac,44100,21000.0,1.532e-05,0.0,nan,756
01 - Armen Miran -  Precious story.flac,44100,16750.0,1.913e-08,0.0,nan,847
"08 - Yehudi Menhuin, Camera Lysy Gstaad -  L'hiver des 4 saisons.flac",44100,22050.0,3.036e-06,0.0,nan,726
12 - Victor Uwaifo -  Ebibi (ekassa 28).flac,44100,21000.0,2.879e-05,235.7,nan,908
11 - Jordi Savall -  Concert xli le retour (en menuet).flac,44100,22050.0,4.855e-06,0.0,nan,688
23 - Jordi Savall -  V. agnus dei agnus dei. adagio.flac,44100,22050.0,2.322e-07,0.0,nan,545
03 - Pivi & les Balladins -  Samba.flac,44100,22050.0,2.915e-06,0.0,nan,502
06 Paulo Moura E Os Batutas - Ainda Me Recordo.flac,44100,21500.0,9.964e-07,259.3,nan,825
08 - Etoile de Dakar -  Sama guenth-gui.flac,44100,22050.0,3.126e-07,0.0,nan,822
"Alefa Madagascar ! Salegy, soukous & soul from the red island 1974-1984 - 15 - Michaël - Razana tsy ho meloko.flac",44100,22050.0,2.872e-07,0.0,nan,719
13 - Jean Philippe Rameau -  In convertendo (tunc repletum est gaudio facere vobiscum).flac,44100,22050.0,5.282e-07,0.0,nan,714
13 - African Jazz & Nico -  Kayi kayi.flac,44100,22050.0,2.080e-07,0.0,nan,765
09 - Carolina Buddies -  He went in like a lion (but came out like a lamb).flac,44100,22050.0,2.631e-09,0.0,nan,272
"01 - Tomaso Giovanni Albinoni -  Concerto à cinque for oboe and strings in b-flat major, op. 911 i. allegro.flac",44100,22050.0,1.459e-06,0.0,nan,763
14 - Newt Tolman -  Pigtown fling.flac,44100,22050.0,7.772e-07,0.0,nan,603
11 - Patrizia Bulgari E Il Cenacolo Mediterraneo -  Le parole d'amor.flac,44100,21500.0,8.296e-05,224.8,nan,1035
"01 - Ketama, Toumani Diabate, Danny Thompson -  Jarabi.flac",44100,21250.0,1.294e-05,204.1,nan,766
01 - Zero 7 -  I have seen.flac,44100,21500.0,2.717e-05,117.9,nan,913
"10 - Piéces de luth du vieux Gaultier - Ennemond Gaultier -  Suite en f.ut. fa dièse mineur iii. courantes (a, b, c).flac",44100,21500.0,3.184e-07,0.0,nan,598
05 - Nicos -  Passione.flac,44100,22050.0,1.082e-05,0.0,nan,969
08 - Dorjee -  Mantra chanting (p&c remix).flac,44100,21500.0,1.461e-04,224.8,nan,981
02 - Rosa Lux -  Min klub forst feat. alberte & josefine winding.flac,44100,20250.0,9.585e-06,540.1,-29.1,902
06 - Orange Blossom -  Maria.flac,44100,21000.0,9.024e-06,0.0,nan,966
"11 - Confrérie Ali Amani -  Sabena, 2.flac",44100,22050.0,3.969e-08,0.0,nan,353
04 - Angus & Julia Stone -  Take you away.flac,44100,21250.0,5.273e-06,377.1,nan,855
03 - Hybrid Sound System -  Sarangui.flac,44100,21250.0,5.115e-05,0.0,nan,764
01 - Viggo Feat. Anuska -  Childhood.flac,44100,21750.0,5.384e-05,0.0,nan,830
19 - K Ress -  Emmène moi (radio edit).flac,44100,20750.0,3.134e-05,0.0,nan,925
17 - Piéces de luth du vieux Gaultier - Ennemond Gaultier -  Suite en a.mi. la majeur iii. la pleureuse & double.flac,44100,21500.0,1.847e-07,0.0,nan,594
14 - Booka Shade & Jan Blomqvist -  Blaze.flac,44100,20500.0,2.390e-05,117.9,-59.3,1113
11 - Scorn -  Falling (autechre fr 13 remix).flac,44100,21500.0,2.036e-05,259.3,nan,1077
14 - Piéces de luth du vieux Gaultier - Ennemond Gaultier -  Suite en f.ut. fa dièse mineur vii. la chèvre.flac,44100,21250.0,2.251e-07,117.9,nan,610
"09 - Pep Llado -  Two rivers, one world.flac",44100,22050.0,7.860e-07,0.0,nan,815
