slug,label,codec,window,peak_ratio,best_offset
072-05-Simo-Moumen-Samsara,1,mp3_V0,kbd,1.2164,237
073-10-Vanilla-Fudge-Eleanor-rigby,1,mp3_V0,kbd,1.3704,34
074-09-Koki-Nakano-Lift,1,mp3_V0,kbd,1.1628,523
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,mp3_V0,kbd,1.358,814
076-20-Fran-ois-Couperin-O-salutaris,1,mp3_V0,kbd,1.2805,333
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,mp3_V0,kbd,1.4321,791
078-04-Kat-Onoma-La-chambre,1,mp3_V0,kbd,1.2547,793
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,mp3_V0,kbd,1.2169,758
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,opus_256,kbd,1.2667,49
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,opus_256,kbd,1.2583,913
002-03-Hraach-Let-it-go,1,opus_256,kbd,1.24,967
003-01-Thor-Dari-lullaby,1,opus_256,kbd,1.3161,96
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,opus_256,kbd,1.1625,118
005-17-Los-Seven-Del-Swing-Celoso,1,opus_256,kbd,1.3026,0
006-09-Mahmoud-Ahmed-Tezeta,1,opus_256,kbd,1.2597,127
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,opus_256,kbd,1.32,114
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,opus_256,kbd,1.2308,164
009-03-Ilya-Beshevli-To-solitude,1,opus_256,kbd,1.2346,958
010-06-Jon-Hassell-These-times,1,opus_256,kbd,1.2078,819
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,opus_256,kbd,1.3103,363
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,opus_256,kbd,1.2237,592
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,opus_256,kbd,1.3158,67
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,opus_256,kbd,1.3113,820
015-08-Jos-Gonz-lez-Vissel,1,opus_256,kbd,1.2258,530
016-03-Memory-Tapes-Green-knight,1,opus_256,kbd,1.1316,1023
017-13-Cafe-Del-Mar-Submariner,1,opus_256,kbd,1.2237,331
018-04-Bag-o-wire-Resovoir,1,opus_256,kbd,1.24,146
019-04-Kohi-Jadu,1,opus_256,kbd,1.2418,653
020-06-Bola-Tigantabame,1,opus_256,kbd,1.2739,255
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,opus_256,kbd,1.1812,449
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,opus_256,kbd,1.3806,300
023-01-Yusef-Lateef-Buddy-and-lou,1,opus_256,kbd,1.2774,977
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,opus_256,kbd,1.1875,542
025-07-Bolalar-Lola,1,opus_256,kbd,1.2603,417
026-06-Oumou-Dioubat-Siyala,1,opus_256,kbd,1.3072,614
027-01-Dimlite-Kitty-Cradle-Fog,1,opus_256,kbd,1.1974,1015
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,opus_256,kbd,1.2568,160
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,opus_256,kbd,1.2632,184
030-06-S-bastien-Tellier-Benny,1,opus_256,kbd,1.396,93
031-07-Shkoon-Just-Emma-Id,1,opus_256,kbd,1.28,131
032-05-2kilos-more-Cache-feu,1,opus_256,kbd,1.2611,224
033-01-Daylight-Rising,1,opus_256,kbd,1.2692,873
034-09-Snow-Ghosts-Bowline,1,opus_256,kbd,1.245,190
035-16-Slow-Air-In-Dropped-D,1,opus_256,kbd,1.3006,30
036-08-Nicolas-Comment-Amaurose,1,opus_256,kbd,1.2533,546
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,opus_256,kbd,1.2102,494
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,opus_256,kbd,1.2368,66
039-13-Kat-Onoma-Change-blues,1,opus_256,kbd,1.1711,1007
040-11-Xploding-Plastix-Far-flung-tonic,1,opus_256,kbd,1.2078,772
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,opus_256,kbd,1.2208,774
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,opus_256,kbd,1.2692,671
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,opus_256,kbd,1.1742,905
044-02-Various-Artists-Ka-mea-mea,1,opus_256,kbd,1.3377,127
045-08-DJ-Katapila-Trotro-instrumental,1,opus_256,kbd,1.2727,962
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,opus_256,kbd,1.3061,682
046-04-Clelia-Felix-Shine-so-bright,1,opus_256,kbd,1.3423,656
048-08-Gabriel-Romero-La-Piragua,1,opus_256,kbd,1.2603,269
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,opus_256,kbd,1.1948,155
050-08-Boubacar-Traor-Pierrette,1,opus_256,kbd,1.2179,247
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,opus_256,kbd,1.1558,1004
052-06-Papa-Wemba-Efeka-mandundu,1,opus_256,kbd,1.3108,734
053-03-Jupiter-Okwess-Ofakombolo,1,opus_256,kbd,1.2597,952
054-10-George-Bruns-Two-dogs-and-a-cycle,1,opus_256,kbd,1.2866,102
056-14-Hlamalani,1,opus_256,kbd,1.359,26
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,opus_256,kbd,1.2703,921
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,opus_256,kbd,1.2105,121
058-01-Piny-Runa-Woko,1,opus_256,kbd,1.4211,561
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,opus_256,kbd,1.3642,452
060-13-Naomi-The-Boys-Bad-loser,1,opus_256,kbd,1.1613,437
061-07-Black-Truth-Rhythm-Band-Imo,1,opus_256,kbd,1.2078,784
062-03-Alpha-Blondy-Jah-glory,1,opus_256,kbd,1.3067,151
063-09-Rodolphe-Burger-Billy-the-kid,1,opus_256,kbd,1.3775,163
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,opus_256,kbd,1.2763,202
065-05-Quizas-Quizas,1,opus_256,kbd,1.3077,727
066-04-Etoile-de-Dakar-My-wa-wa,1,opus_256,kbd,1.3243,407
067-03-The-Streets-Let-s-push-things-forward,1,opus_256,kbd,1.3026,216
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,opus_256,kbd,1.2632,342
069-02-Eden-Ahbez-The-wanderer,1,opus_256,kbd,1.2941,200
070-02-Guts-Good-morning,1,opus_256,kbd,1.4702,133
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,opus_256,kbd,1.2143,338
072-05-Simo-Moumen-Samsara,1,opus_256,kbd,1.3248,230
073-10-Vanilla-Fudge-Eleanor-rigby,1,opus_256,kbd,1.3378,5
074-09-Koki-Nakano-Lift,1,opus_256,kbd,1.3038,120
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,opus_256,kbd,1.1481,64
076-20-Fran-ois-Couperin-O-salutaris,1,opus_256,kbd,1.1538,209
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,opus_256,kbd,1.3288,781
078-04-Kat-Onoma-La-chambre,1,opus_256,kbd,1.1867,877
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,opus_256,kbd,1.2025,481
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,vorbis_q8,kbd,1.9438,964
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,vorbis_q8,kbd,1.5783,964
002-03-Hraach-Let-it-go,1,vorbis_q8,kbd,1.2235,502
003-01-Thor-Dari-lullaby,1,vorbis_q8,kbd,1.3029,850
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,vorbis_q8,kbd,1.1934,659
005-17-Los-Seven-Del-Swing-Celoso,1,vorbis_q8,kbd,1.3735,836
006-09-Mahmoud-Ahmed-Tezeta,1,vorbis_q8,kbd,2.5227,324
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,vorbis_q8,kbd,1.5439,708
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,vorbis_q8,kbd,1.5581,196
009-03-Ilya-Beshevli-To-solitude,1,vorbis_q8,kbd,1.4205,324
010-06-Jon-Hassell-These-times,1,vorbis_q8,kbd,1.3373,580
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,vorbis_q8,kbd,1.5886,324
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,vorbis_q8,kbd,1.2805,90
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,vorbis_q8,kbd,4.375,452
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,vorbis_q8,kbd,2.2105,196
015-08-Jos-Gonz-lez-Vissel,1,vorbis_q8,kbd,1.2941,68
016-03-Memory-Tapes-Green-knight,1,vorbis_q8,kbd,1.4286,452
017-13-Cafe-Del-Mar-Submariner,1,vorbis_q8,kbd,1.4731,580
018-04-Bag-o-wire-Resovoir,1,vorbis_q8,kbd,2.5389,708
019-04-Kohi-Jadu,1,vorbis_q8,kbd,1.3596,452
020-06-Bola-Tigantabame,1,vorbis_q8,kbd,1.2737,964
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,vorbis_q8,kbd,1.3086,579
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,vorbis_q8,kbd,2.5275,580
023-01-Yusef-Lateef-Buddy-and-lou,1,vorbis_q8,kbd,1.3408,964
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,vorbis_q8,kbd,3.5955,836
025-07-Bolalar-Lola,1,vorbis_q8,kbd,1.4512,196
026-06-Oumou-Dioubat-Siyala,1,vorbis_q8,kbd,1.4235,964
027-01-Dimlite-Kitty-Cradle-Fog,1,vorbis_q8,kbd,1.2381,547
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,vorbis_q8,kbd,3.1932,452
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,vorbis_q8,kbd,1.4171,708
030-06-S-bastien-Tellier-Benny,1,vorbis_q8,kbd,1.375,452
031-07-Shkoon-Just-Emma-Id,1,vorbis_q8,kbd,1.3043,37
032-05-2kilos-more-Cache-feu,1,vorbis_q8,kbd,1.7209,580
033-01-Daylight-Rising,1,vorbis_q8,kbd,1.2326,598
034-09-Snow-Ghosts-Bowline,1,vorbis_q8,kbd,1.988,580
035-16-Slow-Air-In-Dropped-D,1,vorbis_q8,kbd,1.8122,68
036-08-Nicolas-Comment-Amaurose,1,vorbis_q8,kbd,1.2619,104
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,vorbis_q8,kbd,1.2697,339
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,vorbis_q8,kbd,1.7126,836
039-13-Kat-Onoma-Change-blues,1,vorbis_q8,kbd,1.7803,452
040-11-Xploding-Plastix-Far-flung-tonic,1,vorbis_q8,kbd,1.3571,452
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,vorbis_q8,kbd,1.2381,51
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,vorbis_q8,kbd,2.8202,964
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,vorbis_q8,kbd,1.6048,324
044-02-Various-Artists-Ka-mea-mea,1,vorbis_q8,kbd,1.5439,452
045-08-DJ-Katapila-Trotro-instrumental,1,vorbis_q8,kbd,1.4144,452
046-04-Clelia-Felix-Shine-so-bright,1,vorbis_q8,kbd,1.1724,88
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,vorbis_q8,kbd,1.3497,964
048-08-Gabriel-Romero-La-Piragua,1,vorbis_q8,kbd,1.3494,899
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,vorbis_q8,kbd,1.3214,580
050-08-Boubacar-Traor-Pierrette,1,vorbis_q8,kbd,1.3651,836
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,vorbis_q8,kbd,1.5455,964
052-06-Papa-Wemba-Efeka-mandundu,1,vorbis_q8,kbd,1.9643,68
053-03-Jupiter-Okwess-Ofakombolo,1,vorbis_q8,kbd,1.1628,400
054-10-George-Bruns-Two-dogs-and-a-cycle,1,vorbis_q8,kbd,2.1011,580
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,vorbis_q8,kbd,1.7059,452
056-14-Hlamalani,1,vorbis_q8,kbd,1.6575,196
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,vorbis_q8,kbd,1.25,953
058-01-Piny-Runa-Woko,1,vorbis_q8,kbd,1.3614,500
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,vorbis_q8,kbd,1.8286,708
060-13-Naomi-The-Boys-Bad-loser,1,vorbis_q8,kbd,1.1839,1007
061-07-Black-Truth-Rhythm-Band-Imo,1,vorbis_q8,kbd,1.4386,964
062-03-Alpha-Blondy-Jah-glory,1,vorbis_q8,kbd,1.2096,8
063-09-Rodolphe-Burger-Billy-the-kid,1,vorbis_q8,kbd,1.1445,497
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,vorbis_q8,kbd,1.1445,708
065-05-Quizas-Quizas,1,vorbis_q8,kbd,1.36,163
066-04-Etoile-de-Dakar-My-wa-wa,1,vorbis_q8,kbd,1.2143,174
067-03-The-Streets-Let-s-push-things-forward,1,vorbis_q8,kbd,1.7024,324
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,vorbis_q8,kbd,1.4302,196
069-02-Eden-Ahbez-The-wanderer,1,vorbis_q8,kbd,1.36,964
070-02-Guts-Good-morning,1,vorbis_q8,kbd,1.2381,577
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,vorbis_q8,kbd,1.2211,775
072-05-Simo-Moumen-Samsara,1,vorbis_q8,kbd,1.3143,196
073-10-Vanilla-Fudge-Eleanor-rigby,1,vorbis_q8,kbd,2.1264,708
074-09-Koki-Nakano-Lift,1,vorbis_q8,kbd,1.7011,452
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,vorbis_q8,kbd,1.4091,580
076-20-Fran-ois-Couperin-O-salutaris,1,vorbis_q8,kbd,1.8293,708
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,vorbis_q8,kbd,1.3882,196
078-04-Kat-Onoma-La-chambre,1,vorbis_q8,kbd,1.75,196
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,vorbis_q8,kbd,1.548,580
